一上一下	1.21.1.124
击其尾则首至	1120.70.079.282.43382.15419
击其尾则首至	1120.70.0797.2822.43382.15419
击其惰归	1120.70.491311.230
击其惰归	1120.70.491311.2301
击其首则尾至	1120.70.43382.282.079.15419
击其首则尾至	1120.70.43382.2822.0797.15419
击寡者	1120.46132.19381
击寡者	1120.461323.19381
击磬乎	1120.195214.3432
击磬襄入於海	1120.195214.41808.34.6034.4431
击磬襄入於海	1120.195214.418084.34.603444.443106
击蒙	1120.17451
击蒙	1120.174513
凿户牖以为室当其无有室之用	224.67.32671.543.4.4615.240.70.113.13.4615.454.351
凿户牖以为室当其无有室之用	224322.67.326714.5434.4354.461549.2401.70.1135.132511.461549.454.35112
凿木为机	224.12.4.1235
凿木为机	224322.12.4354.1235
凿隧而入井	224.5243.1325.34.78
凿隧而入井	224322.524314.132522.34.78
分众	345.34343
分众	3453.343434
分出来的	345.02.168.3
分出来的	3453.02.168.381354
分均	345.19354
分均	3453.193541
分守已明而形名次之	345.46124.515.8136.1325.783.90.41353.454
分守已明而形名次之	3453.46124.515.8136.132522.78333.9080.413534.454
分定不可争也	345.467.1324.18.3501.525
分定不可争也	3453.4676.1324.1802.35012.525
分数是也斗众如斗寡	345.685.8.525.4412.34343.598.4412.46132
分数是也斗众如斗寡	3453.685990.8176.525.4412.343434.5980.4412.461323
分无常	345.113.242
分无常	3453.1135.2425
分而为二以像两	345.1325.4.11.543.32358.1253
分而为二以像两	3453.132522.4354.11.5434.323584.125344
分阴分阳	345.5236.345.528
分阴分阳	3453.5236.3453.5281
切切偲偲	1553.1553.32836.32836
切切偲偲	1553.1553.328365.328365
切断	1553.6853
切断	1553.68533
切近灾也	1553.334.4669.525
切近灾也	1553.33454.4669.525
切问而近思	1553.428.1325.334.836
切问而近思	1553.4280.132522.33454.8365
刑名比详	7822.90.1535.40432
刑名比详	7822.9080.1535.40432
刑罚不中	7822.844.1324.802
刑罚不中	7822.844022.1324.802
刑自此立	7822.382.213.61
刑自此立	7822.382.2135.61
刖者之屡	3622.19381.454.076
刖者之屡	3622.19381.454.076859
列于五藏哉	1322.112.1251.17135.19805
列于五藏哉	1322.112.1251.171354.198054
列仙传	1322.3220.32115
列仙传	1322.3220.321154
列仙全传	1322.3220.3411.32115
列仙全传	1322.3220.3411.321154
列其夤	1322.70.9046
列其夤	1322.70.904614
列士坏植散群	1322.19.191.12122.182.0138
列士坏植散群	1322.19.191324.121227.182510.013802
列子	1322.58
列子与之见壶子	1322.58.151.454.2535.792.58
列子与之见壶子	1322.58.151.454.2535.7922.58
列子入	1322.58.34
列子提屦	1322.58.1081.07336
列子提屦	1322.58.108176.073369
列子行	1322.58.3311
列子行	1322.58.33112
列子见之而心醉	1322.58.2535.454.1325.65.754
列子见之而心醉	1322.58.2535.454.132522.65.754132
列子追之不及	1322.58.3251.454.1324.354
列子追之不及	1322.58.325154.454.1324.354
列御寇	1322.3331.461134
列御寇	1322.333112.461134
列御寇为伯昏无人射	1322.3331.461134.4.32381.35158.113.34.991
列御寇为伯昏无人射	1322.333112.461134.4354.32381.351581.1135.34.99124
列御寇之齐	1322.3331.461134.454.6632
列御寇之齐	1322.333112.461134.454.6632
列御寇到齐国去	1322.3331.461134.154.6632.2.1954
列御寇到齐国去	1322.333112.461134.154192.6632.251141.1954
列御寇说	1322.3331.461134.40
列御寇说	1322.333112.461134.404385
列真	1322.12273
列真	1322.122734
刘一明	662.1.8136
刘一明	6622.1.8136
刘元帅	662.1135.232
刘元帅	6622.1135.2325
刘名瑞	662.90.11201
刘名瑞	6622.9080.112012
刘处玄	662.9024.4156
刘处玄	6622.9024.4156
刘崇汉	662.204.4454
刘崇汉	6622.204614.4454
刘德仁	662.3312.3211
刘德仁	6622.331285.3211
刘惇	662.494158
刘惇	6622.494158
刘旺	662.8111
刘旺	6622.8111
刘根	662.120
刘根	6622.1203
刘永年	662.455.311
刘永年	6622.45534.311212
刘海蝉	662.4431.2643
刘海蝉	6622.443106.264382
刘海蟾	662.4431.2635
刘海蟾	6622.443106.263530
刘混康	662.44811.470
刘混康	6622.448115.470124
刘渊然	662.44368.9013
刘渊然	6622.443682.901349
刘灵助	662.016.2753
刘灵助	6622.0169.2753
刘焯	662.6921
刘焯	6622.692182
刘玄靖	662.4156.617
刘玄靖	6622.4156.617121
刘玉	662.114
刘玉	6622.114
刘理山	662.118.20
刘理山	6622.118121.20
刘知常	662.9480.242
刘知常	6622.9480.2425
刘道合	662.4338.94
刘道合	6622.433824.94
刘道昌	662.4338.8181
刘道昌	6622.433824.8181
刘靖滨	662.617.444694
刘靖滨	6622.617121.444694
则	282
则	2822
则万物莫不大	282.153.313.1781.1324.134
则万物莫不大	2822.153.313533.178114.1324.134
则万物莫不小	282.153.313.1781.1324.234
则万物莫不小	2822.153.313533.178114.1324.234
则万物莫不无	282.153.313.1781.1324.113
则万物莫不无	2822.153.313533.178114.1324.1135
则万物莫不有	282.153.313.1781.1324.13
则万物莫不有	2822.153.313533.178114.1324.132511
则万物莫不然	282.153.313.1781.1324.9013
则万物莫不然	2822.153.313533.178114.1324.901349
则万物莫不非	282.153.313.1781.1324.23
则万物莫不非	2822.153.313533.178114.1324.23
则三分之二至	282.111.345.454.11.15419
则三分之二至	2822.111.3453.454.11.15419
则不免于网罟之患	282.1324.35803.112.25343.84128.454.808025
则不免于网罟之患	2822.1324.358035.112.253434.841280.454.808025
则不可用	282.1324.18.351
则不可用	2822.1324.1802.35112
则不复也	282.1324.3181.525
则不复也	2822.1324.318190.525
则不威	282.1324.1315
则不威	2822.1324.131594
则不弃也	282.1324.41541.525
则不弃也	2822.1324.415412.525
则不得亟见之	282.1324.338.52805.2535.454
则不得亟见之	2822.1324.338114.528051.2535.454
则不得已	282.1324.338.515
则不得已	2822.1324.338114.515
则不服	282.1324.365
则不服	2822.1324.365254
则不歌	282.1324.18021
则不歌	2822.1324.180214
则不求文以待形	282.1324.1241.66.543.33191.783
则不求文以待形	2822.1324.124134.66.5434.331914.78333
则不疑其所行也	282.1324.359.70.335.3311.525
则不疑其所行也	2822.1324.359458.70.335133.33112.525
则不能尽知用兵之利也	282.1324.5.07.9480.351.9834.454.922.525
则不能尽知用兵之利也	2822.1324.542515.07444.9480.35112.9834.454.9222.525
则不谓之道谀之人也	282.1324.4083.454.4338.4098.454.34.525
则不谓之道谀之人也	2822.1324.408321.454.433824.409834.454.34.525
则不达	282.1324.13445
则不达	2822.1324.134454
则与彼无以异矣	282.151.3353.113.543.51513.5494
则与彼无以异矣	2822.151.335324.1135.5434.515132.5494
则与物皆昌	282.151.313.15353.8181
则与物皆昌	2822.151.313533.153531.8181
则世俗谓之不肖子	282.185.329.4083.454.1324.2411.58
则世俗谓之不肖子	2822.185.3294.408321.454.1324.2411.58
则世俗谓之不肖臣	282.185.329.4083.454.1324.2411.72
则世俗谓之不肖臣	2822.185.3294.408321.454.1324.2411.72
则世奚足为哉	282.185.3956.29.4.19805
则世奚足为哉	2822.185.395614.29.4354.198054
则为不足	282.4.1324.29
则为不足	2822.4354.1324.29
则为之	282.4.454
则为之	2822.4354.454
则为之也难	282.4.454.525.5432
则为之也难	2822.4354.454.525.543241
则为出于无为矣	282.4.02.112.113.4.5494
则为出于无为矣	2822.4354.02.112.1135.4354.5494
则为天下用而不足	282.4.1134.124.351.1325.1324.29
则为天下用而不足	2822.4354.1134.124.35112.132522.1324.29
则为病	282.4.48
则为病	2822.4354.481254
则为社何邪	282.4.62.32180.7952
则为社何邪	2822.4354.6219.321802.7952
则乱大谋	282.925.134.4018
则乱大谋	2822.925.134.401812
则乾坤或几乎息矣	282.128115.1983.1801.35.3432.38265.5494
则乾坤或几乎息矣	2822.128115.1983.180154.35.3432.38265.5494
则事不成	282.180.1324.135
则事不成	2822.180012.1324.135534
则亦久病长厄而不死者也	282.66.354.48.3154.1355.1325.1324.1335.19381.525
则亦久病长厄而不死者也	2822.66.354.481254.3154.1355.132522.1324.1335.19381.525
则人固受其	282.34.25128.394.70
则人固受其	2822.34.251281.394554.70
则人始有夭矣	282.34.59548.13.94.5494
则人始有夭矣	2822.34.595480.132511.94.5494
则人莫不与其子孙	282.34.1781.1324.151.70.58.582
则人莫不与其子孙	2822.34.178114.1324.151.70.58.58234
则人莫不告其兄弟	282.34.1781.1324.31980.70.8035.435
则人莫不告其兄弟	2822.34.178114.1324.31980.70.8035.435723
则人莫不献之于其君	282.34.1781.1324.12254.454.112.70.01380
则人莫不献之于其君	2822.34.178114.1324.122544.454.112.70.01380
则人莫不进之于其亲	282.34.1781.1324.784.454.112.70.6112
则人莫不进之于其亲	2822.34.178114.1324.78454.454.112.70.6112
则仁义又奚连连如胶漆索而游乎道德之间为哉	282.3211.434.54.3956.774.774.598.366.44123.1245.1325.446.3432.4338.3312.454.4281.4.19805
则仁义又奚连连如胶漆索而游乎道德之间为哉	2822.3211.434.54.395614.77454.77454.5980.366634.441234.124554.132522.446038.3432.433824.331285.454.4281.4354.198054
则以为厉己也	282.543.4.13153.515.525
则以为厉己也	2822.5434.4354.13153.515.525
则以为谤己也	282.543.4.40616.515.525
则以为谤己也	2822.5434.4354.406160.515.525
则以伪继之	282.543.32435.556.454
则以伪继之	2822.5434.324354.55685.454
则以天合天	282.543.1134.94.1134
则以天合天	2822.5434.1134.94.1134
则以学文	282.543.64.66
则以学文	2822.5434.6458.66
则任事者责矣	282.32319.180.19381.7128.5494
则任事者责矣	2822.32319.180012.19381.7128.5494
则众害生	282.34343.4671.371
则众害生	2822.343434.467180.371
则伤之者至矣	282.32315.454.19381.15419.5494
则伤之者至矣	2822.323153.454.19381.15419.5494
则似乎	282.32543.3432
则似乎	2822.325434.3432
则何事之有	282.32180.180.454.13
则何事之有	2822.321802.180012.454.132511
则何以哉	282.32180.543.19805
则何以哉	2822.321802.5434.198054
则何惧之有	282.32180.4927.454.13
则何惧之有	2822.321802.492734.454.132511
则何辱之有	282.32180.131154.454.13
则何辱之有	2822.321802.131154.454.132511
则使人善忘	282.3218.34.4324.415
则使人善忘	2822.321804.34.432430.41565
则使人善怒	282.3218.34.4324.59546
则使人善怒	2822.321804.34.432430.595465
则使人狂醒三日而不已	282.3218.34.3811.758.111.81.1325.1324.515
则使人狂醒三日而不已	2822.321804.34.3811.758131.111.81.132522.1324.515
则俗惑于辩矣	282.329.18015.112.6140.5494
则俗惑于辩矣	2822.3294.180155.112.614062.5494
则俗谓之君子	282.329.4083.454.01380.58
则俗谓之君子	2822.3294.408321.454.01380.58
则俗谓之小人	282.329.4083.454.234.34
则俗谓之小人	2822.3294.408321.454.234.34
则修德就闲	282.322.3312.41.4212
则修德就闲	2822.322903.331285.412344.4212
则修文德以来之	282.322.66.3312.543.168.454
则修文德以来之	2822.322903.66.331285.5434.168.454
则六凿相攘	282.66.224.1282.104184
则六凿相攘	2822.66.224322.1282.104184
则其交不得合	282.70.6634.1324.338.94
则其交不得合	2822.70.6634.1324.338114.94
则其众不得聚威加于敌	282.70.34343.1324.338.72543.1315.538.112.9290
则其众不得聚威加于敌	2822.70.343434.1324.338114.725434.131594.5380.112.9290
则其城可拔	282.70.1913.18.1013
则其城可拔	2822.70.191354.1802.101354
则其实亦卤莽而报予	282.70.464.66.21253.17134.1325.105.54
则其实亦卤莽而报予	2822.70.464414.66.212531.171342.132522.105254.54
则其所用者重而所要者轻也	282.70.335.351.19381.318.1325.335.7.19381.775.525
则其所用者重而所要者轻也	2822.70.335133.35112.19381.318121.132522.335133.7459.19381.775411.525
则其自为处危	282.70.382.4.9024.3555
则其自为处危	2822.70.382.4354.9024.3555
则其解之也似不解之者	282.70.3553.454.525.32543.1324.3553.454.19381
则其解之也似不解之者	2822.70.355331.454.525.325434.1324.355331.454.19381
则其负大翼也无力	282.70.3528.134.048.525.113.53
则其负大翼也无力	2822.70.3528.134.048314.525.1135.53
则其负大舟也无力	282.70.3528.134.93.525.113.53
则其负大舟也无力	2822.70.3528.134.93.525.1135.53
则兽乱于泽矣	282.4383.925.112.445412.5494
则兽乱于泽矣	2822.438310.925.112.445412.5494
则内外之费	282.2534.902.454.573
则内外之费	2822.2534.9024.454.573228
则内弃其亲而外去其主之事	282.2534.41541.70.6112.1325.902.1954.70.411.454.180
则内弃其亲而外去其主之事	2822.2534.415412.70.6112.132522.9024.1954.70.411.454.180012
则再逐于鲁	282.1252.13454.112.9581
则再逐于鲁	2822.125211.13454.112.9581
则军士惑矣不知三军之权而同三军之任	282.45.19.18015.5494.1324.9480.111.45.454.1254.1325.25.111.45.454.32319
则军士惑矣不知三军之权而同三军之任	2822.4577.19.180155.5494.1324.9480.111.4577.454.1254.132522.25180.111.4577.454.32319
则军士疑矣	282.45.19.359.5494
则军士疑矣	2822.4577.19.359458.5494
则几乎全	282.35.3432.3411
则几乎全	2822.35.3432.3411
则凡未始亡而楚未始存也	282.354.112.59548.415.1325.12120.112.59548.13258.525
则凡未始亡而楚未始存也	2822.354.112.595480.415.132522.121208.112.595480.13258.525
则刑罚不中	282.7822.844.1324.802
则刑罚不中	2822.7822.844022.1324.802
则刑罚清而民	282.7822.844.4471.1325.5151
则刑罚清而民	2822.7822.844022.447121.132522.51515
则列士坏植散群	282.1322.19.191.12122.182.0138
则列士坏植散群	2822.1322.19.191324.121227.182510.013802
则利用攸往	282.922.351.32290.3341
则利用攸往	2822.9222.35112.32290.33411
则劝	282.5453
则劝	2822.5453
则功分定矣	282.12153.345.467.5494
则功分定矣	2822.12153.3453.4676.5494
则功大名显而天下一也	282.12153.134.90.8122.1325.1134.124.1.525
则功大名显而天下一也	2822.12153.134.9080.8122.132522.1134.124.1.525
则勃然作色	282.12455.9013.32312.3552
则勃然作色	2822.124553.901349.323121.355215
则勇者不得独进	282.54251.19381.1324.338.3826.784
则勇者不得独进	2822.542513.19381.1324.338114.3826.78454
则勿惮改	282.3533.49438.5159
则勿惮改	2822.3533.494382.51590
则千里之外应之	282.312.812.454.902.476.454
则千里之外应之	2822.312.81211.454.9024.4764.454
则千里之外违之	282.312.812.454.902.11524.454
则千里之外违之	2822.312.81211.454.9024.115244.454
则博塞以游	282.121254.46781.543.446
则博塞以游	2822.121254.467819.5434.446038
则去之远也	282.1954.454.11354.525
则去之远也	2822.1954.454.113544.525
则又坏之	282.54.191.454
则又坏之	2822.54.191324.454
则又曰	282.54.81
则又曰	2822.54.81
则又有至焉者矣	282.54.13.15419.121159.19381.5494
则又有至焉者矣	2822.54.132511.15419.121159.19381.5494
则反一无迹	282.3354.1.113.664
则反一无迹	2822.3354.1.1135.66454
则受三锺与十束薪	282.394.111.913181.151.12.180234.1761
则受三锺与十束薪	2822.394554.111.913181.151.12.180234.176113
则变容易色	282.665.4694.8135.3552
则变容易色	2822.6654.4694.813533.355215
则口烂而为伤	282.80.694.1325.4.32315
则口烂而为伤	2822.80.6943.132522.4354.323153
则可不谓有大扬	282.18.1324.4083.13.134.10533
则可不谓有大扬	2822.1802.1324.408321.132511.134.10533
则可乎	282.18.3432
则可乎	2822.1802.3432
则可以及此言矣	282.18.543.354.213.40.5494
则可以及此言矣	2822.1802.5434.354.2135.40.5494
则可以寄天下	282.18.543.46134.1134.124
则可以寄天下	2822.1802.5434.461342.1134.124
则可以托天下	282.18.543.10315.1134.124
则可以托天下	2822.1802.5434.10315.1134.124
则可以有之	282.18.543.13.454
则可以有之	2822.1802.5434.132511.454
则可千里而会战不知战之地	282.18.312.812.1325.341.2180.1324.9480.2180.454.195
则可千里而会战不知战之地	2822.1802.312.81211.132522.341154.218014.1324.9480.218014.454.19525
则可矣	282.18.5494
则可矣	2822.1802.5494
则可谓云尔已矣	282.18.4083.1154.3523.515.5494
则可谓云尔已矣	2822.1802.408321.1154.35234.515.5494
则各从其类也	282.908.3434.70.681.525
则各从其类也	2822.9080.3434.70.68134.525
则同务也	282.25.905.525
则同务也	2822.25180.9053.525
则君子之道	282.01380.58.454.4338
则君子之道	2822.01380.58.454.433824
则吾不能	282.12518.1324.5
则吾不能	2822.125180.1324.542515
则吾之所与战者约矣	282.12518.454.335.151.2180.19381.5535.5494
则吾之所与战者约矣	2822.125180.454.335133.151.218014.19381.55354.5494
则吾从先进	282.12518.3434.319.784
则吾从先进	2822.125180.3434.31935.78454
则吾岂敢	282.12518.205.5729
则吾岂敢	2822.125180.20515.57290
则吾必在汶上矣	282.12518.65.132.4466.21.5494
则吾必在汶上矣	2822.125180.65.13219.4466.21.5494
则吾所与战者寡矣	282.12518.335.151.2180.19381.46132.5494
则吾所与战者寡矣	2822.125180.335133.151.218014.19381.461323.5494
则吾未之有得	282.12518.112.454.13.338
则吾未之有得	2822.125180.112.454.132511.338114
则吾能徵之矣	282.12518.5.332010.454.5494
则吾能徵之矣	2822.125180.542515.332010.454.5494
则呼张歙之	282.80343.57.94043.454
则呼张歙之	2822.803432.573154.940434.454
则哀矜而勿喜	282.413534.54344.1325.3533.7980
则哀矜而勿喜	2822.413534.543445.132522.3533.7980
则嗑然而笑	282.80195.9013.1325.379
则嗑然而笑	2822.801954.901349.132522.3794
则嗟若	282.80431.1713
则嗟若	2822.804311.171380
则四支百体将为尘垢	282.84.1254.1381.32121.4129.4.23419.19331
则四支百体将为尘垢	2822.84.1254.1381.32121.412904.4354.23419.193310
则四方之民襁负其子而至矣	282.84.60.454.5151.6357.3528.70.58.1325.15419.5494
则四方之民襁负其子而至矣	2822.84.60.454.51515.635786.3528.70.58.132522.15419.5494
