一万八千	1.153.34.312
外贸体制	9024.354538.32121.311252
外贸出口	902.35453.02.80
外贸出口	9024.354538.02.80
外贸学校	902.35453.64.1266
外贸学校	9024.354538.6458.126634
外贸逆差	902.35453.4352.4312
外贸逆差	9024.354538.435234.43121
外贸顺差	902.35453.3221.4312
外贸顺差	9024.354538.322138.43121
外资企业	902.413538.3421.22
外资企业	9024.413538.3421.22
外资来源	902.413538.168.44133
外资来源	9024.413538.168.441334
外部环境	902.6180.1113.196
外部环境	9024.618052.111324.196185
外部设备	902.6180.40355.9083
外部设备	9024.618052.403554.9083
夙兴夜寐	3513.6434.4132.46021
夙兴夜寐	3513.6434.413290.460212
夙夜匪懈	3513.4132.1235.4935
夙夜匪懈	3513.413290.1235.493551
夙夜在公	3513.4132.132.3454
夙夜在公	3513.413290.13219.3454
多不胜数	909.1324.363.685
多不胜数	9090.1324.36371.685990
多为别人	909.4.8053.34
多为别人	9090.4354.805322.34
多了多少	909.52.909.2343
多了多少	9090.52.9090.2343
多事之秋	909.180.454.926
多事之秋	9090.180012.454.9269
多人聊天	909.34.723.1134
多人聊天	9090.34.723532.1134
多住几天	909.324.35.1134
多住几天	9090.32411.35.1134
多体问题	909.32121.428.8176
多体问题	9090.32121.4280.817618
多做实事	909.321.464.180
多做实事	9090.321280.464414.180012
多党合作	909.243.94.32312
多党合作	9090.2435.94.323121
多利安人	909.922.465.34
多利安人	9090.9222.4659.34
多办实事	909.5344.464.180
多办实事	9090.5344.464414.180012
多加留意	909.538.3545.618
多加留意	9090.5380.354533.618165
多劳多得	909.17455.909.338
多劳多得	9090.174553.9090.338114
多吃多占	909.8031.909.2180
多吃多占	9090.80315.9090.2180
多嘴多舌	909.80213.909.92
多嘴多舌	9090.802135.9090.92
多多关照	909.909.4334.8153
多多关照	9090.9090.4334.815389
多多少少	909.909.2343.2343
多多少少	9090.9090.2343.2343
多多益善	909.909.43348.4324
多多益善	9090.9090.433484.432430
多多谅解	909.909.4041.3553
多多谅解	9090.9090.404124.355331
多如牛毛	909.598.31.97
多如牛毛	9090.5980.31.97
多姿多彩	909.413539.909.391
多姿多彩	9090.413539.9090.391233
多少年来	909.2343.311.168
多少年来	9090.2343.311212.168
多年以后	909.311.543.331
多年以后	9090.311212.5434.33180
多彩多姿	909.391.909.413539
多彩多姿	9090.391233.9090.413539
多彩夺目	909.391.13412.82
多彩夺目	9090.391233.134124.82
多快好省	909.495.595.23438
多快好省	9090.495134.5958.234382
多愁善感	909.9269.4324.1318
多愁善感	9090.926965.432430.131805
多愁多病	909.9269.909.48
多愁多病	9090.926965.9090.481254
多才多艺	909.123.909.175
多才多艺	9090.123.9090.175
多找几个	909.101.35.342
多找几个	9090.101534.35.342
多拉快跑	909.1061.495.2935
多拉快跑	9090.1061.495134.293555
多此一举	909.213.1.643
多此一举	9090.2135.1.643412
多没意思	909.443.618.836
多没意思	9090.443554.618165.8365
多添一点	909.44113.1.218
多添一点	9090.441134.1.218069
多潘立酮	909.4436.61.752
多潘立酮	9090.443683.61.752510
多灾多难	909.4669.909.5432
多灾多难	9090.4669.9090.543241
多特蒙德	909.3119.17451.3312
多特蒙德	9090.311914.174513.331285
多玩一会	909.1111.1.341
多玩一会	9090.111135.1.341154
多看点书	909.978.218.5524
多看点书	9090.9782.218069.5524
多种多样	909.928.909.1243
多种多样	9090.92802.9090.12432
多种形式	909.928.783.11215
多种形式	9090.92802.78333.112154
多种经营	909.928.55.17458
多种经营	9090.92802.555411.174580
多等一会	909.3719.1.341
多等一会	9090.371914.1.341154
多管闲事	909.374.4212.180
多管闲事	9090.374621.4212.180012
多米尼克	909.68.0735.12803
多米尼克	9090.68.0735.128035
多米尼加	909.68.0735.538
多米尼加	9090.68.0735.5380
多维分析	909.5532.345.1233
多维分析	9090.553241.3453.1233
多肉植物	909.253434.12122.313
多肉植物	9090.253434.121227.313533
多西环素	909.74.1113.715
多西环素	9090.74.111324.715624
多言多语	909.40.909.4012
多言多语	9090.40.9090.401250
多读点书	909.40125.218.5524
多读点书	9090.401254.218069.5524
多谋善断	909.4018.4324.6853
多谋善断	9090.401812.432430.68533
多财善贾	909.2812.4324.742
多财善贾	9090.28123.432430.7428
多费口舌	909.573.80.92
多费口舌	9090.573228.80.92
多边合作	909.5345.94.32312
多边合作	9090.53454.94.323121
多边谈判	909.5345.406.43322
多边谈判	9090.53454.406969.43322
多边贸易	909.5345.35453.8135
多边贸易	9090.53454.354538.813533
多重选择	909.318.3193.10541
多重选择	9090.318121.319354.105412
多难兴邦	909.5432.6434.7352
多难兴邦	9090.543241.6434.7352
夜不成寐	4132.1324.135.46021
夜不成寐	413290.1324.135534.460212
夜不闭户	4132.1324.42123.67
夜不闭户	413290.1324.42123.67
夜以继日	4132.543.556.81
夜以继日	413290.5434.55685.81
夜幕低垂	4132.17811.323514.31212
夜幕低垂	413290.178115.323514.312121
夜深人静	4132.4445.34.712
夜深人静	413290.444512.34.712512
夜色柔美	4132.3552.5412.431
夜色柔美	413290.355215.5412.431114
夜色迷人	4132.3552.6845.34
夜色迷人	413290.355215.68454.34
夜郎自大	4132.40352.382.134
夜郎自大	413290.40352.382.134
夜长梦多	4132.3154.12129.909
夜长梦多	413290.3154.121290.9090
夜阑人静	4132.42125.34.712
夜阑人静	413290.421254.34.712512
夜静更深	4132.712.181.4445
夜静更深	413290.712512.18134.444512
大不一样	134.1324.1.1243
大不一样	134.1324.1.12432
大不列颠	134.1324.1322.122738
大不相同	134.1324.1282.25
大不相同	134.1324.1282.25180
大专院校	134.1154.524.1266
大专院校	134.1154.524615.126634
大中企业	134.802.3421.22
大中城市	134.802.1913.4125
大中城市	134.802.191354.4125
大中至正	134.802.15419.121
大为惊奇	134.4.494.13418
大为惊奇	134.4354.494124.134182
大为改观	134.4.5159.5425
大为改观	134.4354.51590.542535
大举进攻	134.643.784.12190
大举进攻	134.643412.78454.12190
大义凛然	134.434.41412.9013
大义凛然	134.434.414124.901349
大义灭亲	134.434.169.6112
大书特书	134.5524.3119.5524
大书特书	134.5524.311914.5524
大事化小	134.180.3235.234
大事化小	134.180012.3235.234
大事铺张	134.180.91125.57
大事铺张	134.180012.911254.573154
大人先生	134.34.319.371
大人先生	134.34.31935.371
大仁大义	134.3211.134.434
大众文化	134.34343.66.3235
大众文化	134.343434.66.3235
大伤元气	134.32315.1135.97
大伤元气	134.323153.1135.97
大体相当	134.32121.1282.240
大体相当	134.32121.1282.2401
大体说来	134.32121.40.168
大体说来	134.32121.404385.168
大便常规	134.32181.242.11342
大便常规	134.321814.2425.113425
大做文章	134.321.66.61811
大做文章	134.321280.66.618112
大公无私	134.3454.113.9254
大公无私	134.3454.1135.9254
大兴土木	134.6434.19.12
大兴安岭	134.6434.465.203
大兴安岭	134.6434.4659.203444
大刀阔斧	134.53.4244.3433
大刀阔斧	134.53.424492.3433
大力加强	134.53.538.578
大力加强	134.53.5380.578026
大力发展	134.53.535.0718
大力发展	134.53.53544.071854
大力开展	134.53.78.0718
大力开展	134.53.78.071854
大力推广	134.53.1032.47
大力推广	134.53.103241.47
大力推进	134.53.1032.784
大力推进	134.53.103241.78454
大力提倡	134.53.1081.32818
大力提倡	134.53.108176.328181
大力提高	134.53.1081.418
大力提高	134.53.108176.4180
大力支持	134.53.1254.10191
大力支持	134.53.1254.101914
大功告成	134.12153.31980.135
大功告成	134.12153.31980.135534
大动干戈	134.11545.112.1534
大动干戈	134.115453.112.1534
大动肝火	134.11545.36112.69
大动肝火	134.115453.36112.69
大势已去	134.103543.515.1954
大势所趋	134.103543.335.7635
大势所趋	134.103543.335133.763501
大包大揽	134.355.134.1022
大包大揽	134.35515.134.102235
大千世界	134.312.185.833
大千世界	134.312.185.833432
大半个月	134.432.342.36
大厦将倾	134.13138.4129.32151
大厦将倾	134.131380.412904.321518
大发慈悲	134.535.4356.236
大发慈悲	134.53544.435655.2365
大发脾气	134.535.36381.97
大发脾气	134.53544.363812.97
大发议论	134.535.4043.40343
大发议论	134.53544.40434.403435
大发雷霆	134.535.1683.16319
大发雷霆	134.53544.1683.163194
大受欢迎	134.394.5435.35524
大受欢迎	134.394554.543534.355244
大可不必	134.18.1324.65
大可不必	134.1802.1324.65
大可放心	134.18.609.65
大可放心	134.1802.6090.65
大吃一惊	134.8031.1.494
大吃一惊	134.80315.1.494124
大吃大喝	134.8031.134.8081
大吃大喝	134.80315.134.808135
大吃特吃	134.8031.3119.8031
大吃特吃	134.80315.311914.80315
大吉利是	134.1980.922.8
大吉利是	134.1980.9222.8176
大吉大利	134.1980.134.922
大吉大利	134.1980.134.9222
大吉日子	134.1980.81.58
大同小异	134.25.234.51513
大同小异	134.25180.234.515132
大名鼎鼎	134.90.8251.8251
大名鼎鼎	134.9080.825135.825135
大吵大闹	134.8023.134.424
大吵大闹	134.802343.134.424125
大吹大擂	134.80353.134.1016
大吹大擂	134.803534.134.101683
大吹法螺	134.80353.44.2683
大吹法螺	134.803534.441954.268354
大呼小叫	134.80343.234.8052
大呼小叫	134.803432.234.8052
大喊大叫	134.8013.134.8052
大喊大叫	134.801314.134.8052
大喜日子	134.7980.81.58
大喜过望	134.7980.1244.4153
大喜过望	134.7980.124454.415361
大喝一声	134.8081.1.1952
大喝一声	134.808135.1.195213
大器晚成	134.80801.813.135
大器晚成	134.808010.813585.135534
大嚷大叫	134.804.134.8052
大嚷大叫	134.804184.134.8052
大地回春	134.195.258.73
大地回春	134.19525.25801.7381
大地春回	134.195.73.258
大地春回	134.19525.7381.25801
大坝合龙	134.1928.94.13534
大型企业	134.782.3421.22
大型企业	134.782219.3421.22
大型项目	134.782.12113.82
大型项目	134.782219.121138.82
大声疾呼	134.1952.4894.80343
大声疾呼	134.195213.4894.803432
大处着眼	134.9024.43.820
大处着眼	134.9024.4382.8203
大多数人	134.909.685.34
大多数人	134.9090.685990.34
大多雷同	134.909.1683.25
大多雷同	134.9090.1683.25180
大多鼎鼎	134.909.8251.8251
大多鼎鼎	134.9090.825135.825135
大大咧咧	134.134.801322.801322
大大小小	134.134.234.234
大大提高	134.134.1081.418
大大提高	134.134.108176.4180
大大方方	134.134.60.60
大天白日	134.1134.381.81
大失所望	134.3113.335.4153
大失所望	134.31134.335133.415361
大头小尾	134.4413.234.079
大头小尾	134.44134.234.0797
大好前途	134.595.4325.341124
大好前途	134.5958.432512.341124
大好天气	134.595.1134.97
大好天气	134.5958.1134.97
大好山河	134.595.20.441
大好山河	134.5958.20.441802
大好形势	134.595.783.103543
大好形势	134.5958.78333.103543
大好河山	134.595.441.20
大好河山	134.5958.441802.20
大字符集	134.4658.373.3247
大字符集	134.4658.373214.324712
大学肄业	134.64.3594.22
大学肄业	134.6458.359401.22
大宴宾客	134.4681.4698.469
大宴宾客	134.468159.469834.469080
大家都在	134.46.193.132
大家都在	134.4613.193812.13219
大家都是	134.46.193.8
大家都是	134.4613.193812.8176
大家闺秀	134.46.4219.9253
大家闺秀	134.4613.421919.9253
大家风范	134.46.353.17445
大家风范	134.4613.3534.174455
大富大贵	134.4618.134.8021
大富大贵	134.461803.134.802128
大将风度	134.4129.353.4718
大将风度	134.412904.3534.471854
大小不一	134.234.1324.1
大小不等	134.234.1324.3719
大小不等	134.234.1324.371914
大尾巴狼	134.079.5215.3840
大尾巴狼	134.0797.5215.38403
大局已定	134.075.515.467
大局已定	134.07580.515.4676
大展宏图	134.0718.46135.259
大展宏图	134.071854.461354.259041
大巧若拙	134.12115.1713.1002
大巧若拙	134.12115.171380.1002
大年三十	134.311.111.12
大年三十	134.311212.111.12
大年初一	134.311.635.1
大年初一	134.311212.6353.1
大年初七	134.311.635.15
大年初七	134.311212.6353.15
大年初三	134.311.635.111
大年初三	134.311212.6353.111
大年初九	134.311.635.35
大年初九	134.311212.6353.35
大年初二	134.311.635.11
大年初二	134.311212.6353.11
大年初五	134.311.635.1251
大年初五	134.311212.6353.1251
大年初八	134.311.635.34
大年初八	134.311212.6353.34
大年初六	134.311.635.66
大年初六	134.311212.6353.66
大年初十	134.311.635.12
大年初十	134.311212.6353.12
大年初四	134.311.635.84
大年初四	134.311212.6353.84
大度包容	134.4718.355.4694
大度包容	134.471854.35515.4694
大庭广众	134.4731.47.34343
大庭广众	134.473194.47.343434
大开大合	134.78.134.94
大开眼界	134.78.820.833
大开眼界	134.78.8203.833432
大开绿灯	134.78.550.691
大开绿灯	134.78.550124.6912
大张声势	134.57.1952.103543
大张声势	134.573154.195213.103543
大张挞伐	134.57.101344.32153
大张挞伐	134.573154.101344.321534
大张旗鼓	134.57.60317.791
大张旗鼓	134.573154.603170.791254
大彻大悟	134.3315.134.4912
大彻大悟	134.331553.134.491250
大得人心	134.338.34.65
大得人心	134.338114.34.65
大快人心	134.495.34.65
大快人心	134.495134.34.65
大快朵颐	134.495.3512.721
大快朵颐	134.495134.3512.721328
大恩大德	134.251345.134.3312
大恩大德	134.251345.134.331285
大惊失色	134.494.3113.3552
大惊失色	134.494124.31134.355215
大惊小怪	134.494.234.4954
大惊小怪	134.494124.234.495419
大惑不解	134.18015.1324.3553
大惑不解	134.180155.1324.355331
大慈大悲	134.4356.134.236
大慈大悲	134.435655.134.2365
大手大脚	134.97.134.361
大手大脚	134.97.134.361952
大打出手	134.1012.02.97
大摇大摆	134.1039.134.1084
大摇大摆	134.103992.134.108414
大放光明	134.609.24.8136
大放光明	134.6090.2435.8136
大放厥词	134.609.13435.4051
大放厥词	134.6090.134354.405180
大放异彩	134.609.51513.391
大放异彩	134.6090.515132.391233
大放悲声	134.609.236.1952
大放悲声	134.6090.2365.195213
大政方针	134.1219.60.9112
大政方针	134.12190.60.9112
大敌当前	134.9290.240.4325
大敌当前	134.9290.2401.432512
大方之家	134.60.454.46
大方之家	134.60.454.4613
大日如来	134.81.598.168
大日如来	134.81.5980.168
大是大非	134.8.134.23
大是大非	134.8176.134.23
大显神通	134.8122.6283.542
大显神通	134.8122.6283.542514
大显身手	134.8122.99.97
大智大勇	134.948.134.54251
大智大勇	134.948081.134.542513
大智若愚	134.948.1713.81252
大智若愚	134.948081.171380.812525
大有人在	134.13.34.132
大有人在	134.132511.34.13219
大有作为	134.13.32312.4
大有作为	134.132511.323121.4354
大有其人	134.13.70.34
大有其人	134.132511.70.34
大有可为	134.13.18.4
大有可为	134.132511.1802.4354
大有可观	134.13.18.5425
大有可观	134.132511.1802.542535
大有好转	134.13.595.771
大有好转	134.132511.5958.771154
大有希望	134.13.3413.4153
大有希望	134.132511.341325.415361
大有所为	134.13.335.4
大有所为	134.132511.335133.4354
大有文章	134.13.66.61811
大有文章	134.132511.66.618112
大有益处	134.13.43348.9024
大有益处	134.132511.433484.9024
大有裨益	134.13.6338.43348
大有裨益	134.132511.633812.433484
大有起色	134.13.765.3552
大有起色	134.132511.76515.355215
大权在握	134.1254.132.1007
大权在握	134.1254.13219.100719
大权旁落	134.1254.616.1744
大权旁落	134.1254.6160.174490
大权独揽	134.1254.3826.1022
大权独揽	134.1254.3826.102235
大材小用	134.12123.234.351
大材小用	134.12123.234.35112
大案要案	134.4659.7.4659
大案要案	134.465912.7459.465912
大桥合龙	134.129.94.13534
大桥合龙	134.129432.94.13534
大梦初觉	134.12129.635.642
大梦初觉	134.121290.6353.642535
大梦初醒	134.12129.635.758
大梦初醒	134.121290.6353.758131
大模大样	134.1217.134.1243
大模大样	134.121784.134.12432
大步流星	134.212.444.8137
大步流星	134.21233.444155.81371
大气污染	134.97.44115.44351
大气污染	134.97.44115.443512
大气磅礴	134.97.1461.1417
大气磅礴	134.97.146160.141744
大汗淋漓	134.44112.441212.44413
大汗淋漓	134.44112.441212.444134
大江东去	134.44121.152.1954
大江东去	134.44121.15234.1954
大江南北	134.44121.1225.211
大江南北	134.44121.122542.21135
大派用场	134.4433.351.1953
大派用场	134.443334.35112.19533
大浪淘沙	134.4440.44359.442
大浪淘沙	134.44403.443592.442343
大海捞针	134.4431.10174.9112
大海捞针	134.443106.101743.9112
大煞风景	134.35019.353.814
大煞风景	134.350199.3534.814124
大男大女	134.835.134.59
大男大女	134.8353.134.59
大相径庭	134.1282.33541.4731
大相径庭	134.1282.335411.473194
大睡特睡	134.823.3119.823
大睡特睡	134.823121.311914.823121
大破大立	134.145.134.61
大破大立	134.145324.134.61
大祸临头	134.6280.223.4413
大祸临头	134.628024.223141.44134
大禹治水	134.3802.445.253
大禹治水	134.380254.445480.2534
大秋作物	134.926.32312.313
